East,North,Lat,Lon,GW
577453,3876966,35.03499637,24.85076476,45.6
606247.7,3876970,35.0324089,25.16639732,40
619796,3876970,35.03089059,25.31489104,153
603400,3876973,35.03273197,25.13518462,7
609955,3876974,35.03204755,25.20703215,27
660350.534,3876978.222,35.02533459,25.75930774,10
660479,3876980,35.0253302,25.76071567,18
670942,3876982,35.02363043,25.87535297,1.2
657301,3876989,35.02591165,25.72589603,62.3
660753,3876991,35.02538574,25.76371998,20
583449,3876998,35.03480625,24.91649618,20
589347,3877000,35.03431873,24.98114897,36
660426,3877001,35.0255279,25.76013902,17
582566,3877005,35.03494208,24.90681748,58
605142,3877007,35.03285837,25.15428271,3
690512,3877007,35.02035234,26.08974829,28
685057,3877013,35.02142099,26.02999362,4
588836,3877019,35.0345352,24.9755496,60
685045,3877022,35.0215043,26.02986417,47
642519,3877025,35.02843214,25.56392477,50
593728,3877030,35.0341914,25.02917486,24
592793,3877031,35.03428691,25.01892598,30
670082,3877034,35.02424436,25.86594147,92
601291,3877035,35.03350501,25.11207556,15
587367,3877038,35.0348349,24.95944882,33
661170,3877041,35.02576989,25.76829869,15
606418.8,3877047,35.03308505,25.16828258,7
670999,3877050,35.02423363,25.87599146,20
608279.14,3877050.24,35.03291622,25.18867373,3
660991,3877052,35.0258976,25.76633954,72.3
583184,3877056,35.03535109,24.91359709,59.14
661342,3877063,35.02594069,25.77018755,15
625758.67,3877064.77,35.03101914,25.38025454,1
661097,3877071,35.02605194,25.76750466,20
650092,3877072,35.02775773,25.64691882,144.5
658068,3877074,35.02655794,25.73431632,24
615808.6,3877077,35.03232092,25.27120396,4
604021,3877078,35.03361474,25.14200449,45
590493,3877079,35.03492877,24.9937196,72
597878,3877079,35.03423881,25.07467028,25
661210,3877082,35.02613304,25.76874492,13
586573.29,3877091.67,35.03538728,24.95075394,62
655322,3877093,35.02715557,25.70423113,28
615821,3877095,35.03248177,25.27134238,2
607469,3877096,35.03341543,25.17979994,25
615081,3877096,35.0325755,25.26323188,25
604747,3877103.67,35.03377101,25.14996538,40
576533,3877104,35.03631092,24.84069232,36.55
660579,3877108,35.02646797,25.76183612,9
592373,3877109,35.03502873,25.01433083,60
604333.23,3877113.8,35.03390524,25.14543133,10
608097.73,3877121.08,35.03357433,25.18669458,2
582296.3,3877122.6,35.03602445,24.90387272,57.2
670809,3877123,35.02492371,25.87392483,8
608161,3877126,35.0336119,25.18738871,3
597212,3877128,35.03474502,25.06737578,40
577106.5,3877130.6,35.03650704,24.84698169,39
661296,3877132,35.02656995,25.76969693,13
611469.6,3877139.8,35.03337601,25.22365515,105
585848,3877150,35.03597522,24.94280942,48
608098,3877150,35.03383503,25.18670131,8
592678,3877154,35.03540645,25.01767915,4
660588,3877155,35.02689016,25.76194382,8
660944,3877159,35.0268695,25.76584531,15
591676,3877162,35.0355702,25.00669642,75
688206,3877166,35.02221765,26.06452394,16.2
654471,3877168,35.0279622,25.69492028,66
660455,3877169,35.02703749,25.76048924,16
660506,3877170,35.0270384,25.76104824,15
652576,3877173,35.02829557,25.67415641,15
605180,3877183,35.03444114,25.15472154,7
670754,3877183,35.02547377,25.87333458,9
660868,3877187,35.02713398,25.765018,10
602946,3877189,35.0347258,25.13023518,40
661284,3877190,35.02709462,25.76957672,17
615267,3877203,35.03351888,25.26528537,3
609492.487,3877203.257,35.03416471,25.20199302,20
592770,3877204,35.03584878,25.01869322,23
597116,3877204,35.03543947,25.06633239,40
584605,3877206,35.03658524,24.92918935,45
595080,3877208,35.03566962,25.04401512,2.5
605024,3877208,35.03468279,25.15301478,20
605024,3877208,35.03468279,25.15301478,6
660745,3877210,35.02736088,25.76367473,20
607857,3877211,35.03441078,25.18406768,10
615327,3877223,35.03369232,25.26594578,2
607448.737,3877225.85,35.03458824,25.17959466,12
597753,3877233,35.03563937,25.07331827,4
665844,3877233,35.02674314,25.81954854,62
607900,3877237,35.03464058,25.18454238,6
615155,3877237,35.03383819,25.26406252,4
615168.759,3877237.717,35.03384308,25.26421342,5
591346,3877244,35.03633947,25.00308808,20
653800,3877244,35.02874971,25.6875818,10
608238.6,3877246,35.03468543,25.18825493,3
661222,3877246,35.02760926,25.76890826,12
600116.85,3877250.59,35.03556598,25.0992316,20
578451,3877255,35.0375249,24.8617323,20.1
580234.5,3877261.5,35.03744307,24.88128438,10.7
658028,3877267,35.02830376,25.73391477,6
661024,3877267,35.02783015,25.76674282,14
615065,3877270,35.03414596,25.26308065,2
660935,3877273,35.02789842,25.76576879,17
571131.48,3877274.27,35.03824197,24.78149306,25
589813,3877275,35.03675673,24.98628688,37.22
576039.9,3877287.5,35.03800276,24.83530362,39
615408.6,3877289.3,35.03428069,25.26684938,4
615566.036,3877289.656,35.03426587,25.26857501,3
592938,3877293,35.03663573,25.02054476,70
660856,3877294,35.02810029,25.76490725,12
605603,3877297,35.03542469,25.15937257,19.5
607938.08,3877297.93,35.03518581,25.1849677,5
581648.8,3877299,35.03766759,24.89679211,39.8
660808,3877309,35.02824314,25.76438421,15
587204,3877311,35.03731041,24.95769077,74
605213.1,3877314.88,35.03562665,25.15510108,22
606668.62,3877323.38,35.03555035,25.17105635,30
583041,3877325,35.03778825,24.91205647,65
607446.06,3877326.27,35.03549386,25.17957833,20
597833,3877327,35.03647909,25.07420628,8
614108,3877330,35.03479562,25.25259962,1
587465,3877331,35.03746811,24.96055399,74
570910.512,3877331.033,35.03876936,24.7790755,29
654318,3877333,35.02947282,25.69327444,76.6
570506,3877337,35.03885155,24.77464141,45
607950.54,3877345.86,35.03561659,25.18511052,5
660855,3877347,35.02857815,25.76490656,17
660683,3877352,35.02865061,25.76302288,10
660977,3877352,35.02860376,25.76624432,15
670979,3877353,35.02696781,25.87583474,72
588786,3877355,35.037569,24.9750375,70
660721,3877357,35.02868963,25.76344022,19
603720,3877365.4,35.03623682,25.13874117,22
586582,3877368,35.03787795,24.95087828,10
607469,3877374,35.03592172,25.17983596,85
683720,3877377,35.02494547,26.01542771,45.32
692343,3877377,35.02333936,26.10989073,157
688436,3877378,35.02408519,26.06709158,45
608532.9,3877380.7,35.03586817,25.19149836,70
606830.1,3877386.9,35.03610592,25.17283454,65
592452,3877387,35.03752792,25.01522779,47.26
615845.6,3877391.6,35.03515284,25.27165343,2
573102,3877402,35.03925259,24.80310659,50
599386,3877403,35.03701238,25.09123871,28
570197.7,3877404.7,35.0394835,24.77126729,13
596372,3877408,35.0373501,25.05820073,40
581226.3,3877410.4,35.03870614,24.89217143,49
606708.6,3877411.8,35.03634327,25.17150596,65
575414.5,3877416.8,35.03921559,24.82845939,30.35
578560,3877418,35.03898607,24.86294266,22.1
569524,3877422,35.03968621,24.763883,2
569743.83,3877422.93,35.0396794,24.76629307,4
594374,3877425,35.0376924,25.03630091,40
603413,3877426,35.0368147,25.1353836,30
580108.6,3877428.6,35.03895971,24.87992037,9.5
607327,3877432,35.03645974,25.17828698,50
597702,3877440,35.03751058,25.07278363,5
646041,3877440,35.03166926,25.60259272,10
606651.1,3877441.6,35.03661801,25.17087952,3
584082,3877445,35.03878388,24.9234804,70
579145.2,3877445.3,35.03918642,24.86936059,52.8
660594,3877449,35.02953905,25.76206644,14
592730,3877450,35.03807038,25.01828226,31
580483.9,3877453.6,35.03915521,24.88403705,63.2
661431.42,3877455.78,35.02946654,25.77124369,20
608323.8,3877468.2,35.0366795,25.18921782,32
660628,3877470,35.02972292,25.76244306,10
625752,3877470.9,35.03468113,25.38024299,5
670647.869,3877470.946,35.02808685,25.87223098,8
593055,3877479,35.03830189,25.02184817,20
660995,3877479,35.02974555,25.76646618,20
579113.4,3877479.43,35.03949664,24.86901524,60
584936,3877484,35.03906389,24.93284629,46
661313,3877485,35.02974884,25.7699518,11
601242,3877487,35.03758501,25.11159365,7
598352,3877490,35.03789816,25.07991469,52
688053,3877491,35.02517491,26.0629215,35
608319.3,3877495.4,35.03692521,25.18917205,15
587717,3877497,35.03894288,24.96333401,74
659922,3877497,35.03007841,25.75471229,10
618123.445,3877497.884,35.03584675,25.29663508,4
659672,3877499,35.03013602,25.75197328,3
607749.2,3877500.4,35.03703137,25.18292369,6
586754,3877506,35.03910739,24.95277822,30
618158,3877513,35.03597898,25.29701598,2
588024,3877514,35.03906939,24.96670125,85
594610,3877516,35.03849073,25.03889831,50
598363.47,3877517.85,35.03814813,25.08004372,35
582382.3,3877521.8,35.03961671,24.90485514,57
570841,3877522,35.04049611,24.77832978,25
608291.86,3877528.51,35.03722665,25.1888756,4
608568,3877536,35.03726448,25.19190343,13
598203,3877540,35.03836347,25.07828731,6
594628,3877543,35.03873246,25.0390987,19
598192.25,3877543.71,35.03839797,25.0781699,6
672262,3877544,35.02847103,25.88993133,3.18
608343.8,3877545.7,35.03737605,25.18944717,3
606894.1,3877547,35.03754251,25.17355669,8
594039,3877559,35.03893184,25.03264387,25
608530,3877569,35.03756608,25.19149122,7
661314,3877570,35.03051479,25.76997928,16
651125,3877577,35.03215541,25.65833018,70
625879,3877579.4,35.03564338,25.38165139,32
654780,3877583,35.03165541,25.69838357,80
587289,3877584,35.03976444,24.9586513,74
588379,3877585,35.03967846,24.97060044,89
589062,3877586,35.03962735,24.97808785,70
655987,3877586,35.03149657,25.71161046,92.3
629560.4,3877587.4,35.03524931,25.4220012,90
609775.46,3877593.41,35.03765131,25.20514628,2
573565,3877595,35.04095907,24.80819951,48
600950,3877602,35.0386511,25.10840685,25
660807,3877607,35.0309292,25.76443098,27
577773,3877612.5,35.0408008,24.85433331,60
569569.81,3877619.71,35.04146571,24.76440181,10
660553,3877625,35.03113188,25.76165123,12
575262.7,3877628.4,35.04113482,24.82681446,30.3
575453.6,3877629,35.04112595,24.82890735,34
574591,3877630,35.0411992,24.81945073,73
660315,3877631,35.0312238,25.75904447,13
588694,3877635,35.04010159,24.97405894,25
588694,3877635,35.04010159,24.97405894,40
604022,3877637,35.03865434,25.14208557,66
573871,3877639,35.0413334,24.81155813,25
660957,3877639,35.0311937,25.76608082,10
607316.35,3877645.15,35.03838252,25.17819783,6
587526,3877651,35.04034797,24.96125647,57
587526,3877651,35.04034797,24.96125647,1
595019,3877652,35.03967841,25.04339735,7
608411.002,3877658.135,35.03838247,25.19019849,3
597987,3877660,35.03946638,25.07593373,3
612004,3877669,35.03808769,25.22958397,3
577666.6,3877669.9,35.04132655,24.85317224,39
583375,3877671,35.04088028,24.91575269,55
590343,3877678,35.04034281,24.99214063,43
573976.187,3877689.236,35.04177863,24.81271579,28
585268,3877694,35.04092925,24.93650742,48
660865,3877697,35.03173113,25.76508397,19
692557,3877699,35.02620018,26.11230961,190
608418.41,3877702.85,35.0387848,25.19028554,3
598822,3877706,35.03979959,25.08509247,60
608921.1,3877706.6,35.03876443,25.19579625,5
660846,3877707,35.03182429,25.76487771,18
609707.8,3877707.1,35.03868364,25.20441968,6.5
661294,3877708,35.03176179,25.76978695,8
659751,3877713,35.03205233,25.75288012,5
599797,3877722,35.03984779,25.09578233,40
573823,3877723,35.0420943,24.81103938,45
594890,3877726,35.04035774,25.0419917,20
661013,3877726,35.03196891,25.76671133,17
594815,3877731,35.04040987,25.04117011,110
608197.2,3877731.1,35.03906325,25.18786444,6
613946,3877733,35.03844706,25.25087935,1
660522,3877736,35.03213727,25.76133301,10
613969,3877751,35.03860674,25.25113393,5
657165,3877756,35.03284603,25.72455109,80
607728.322,3877756.646,35.03934377,25.18272813,15
595201,3877758,35.04061692,25.04540463,50
660445,3877763,35.03239287,25.76049449,12
660891,3877764,35.03233086,25.76538185,6
597683,3877772,35.04050565,25.07261447,43
661190,3877772,35.03235525,25.76865978,17
660863,3877773,35.03241644,25.76507678,10
661271,3877795,35.0325496,25.76955182,9
612946,3877796,35.03912754,25.23992671,41
597057,3877797,35.04079152,25.06575508,6
594830.27,3877806.72,35.04109112,25.04134616,100
598065,3877807,35.04078411,25.07680615,40
609533.382,3877807.312,35.03960605,25.20252105,2.5
575504.3,3877808,35.04273608,24.82947949,30.3
657160,3877809,35.03332451,25.72450633,3.5
607714,3877812,35.03984434,25.18257833,5
605918,3877812.83,35.04004212,25.16289122,40
616846,3877814,35.0388454,25.28267795,6
629524.7,3877826.3,35.03740747,25.42164723,90
576080.9,3877826.5,35.04285951,24.83580258,35
574057,3877830,35.04304188,24.81361433,30.25
609150.8,3877839,35.03993322,25.19833153,5
607637,3877842,35.04012303,25.18173818,20
569273.78,3877842.76,35.04349725,24.76117502,4
660696,3877844,35.03308298,25.76326058,25
606544.68,3877854.54,35.04035212,25.16976608,35
576151.6,3877861.2,35.04316703,24.83658087,39
610082.7,3877864.5,35.04006179,25.20855,4
629223.7,3877866.6,35.03780938,25.41835446,90
595539,3877868,35.04157668,25.04912256,21
660940.3,3877868.39,35.03326388,25.76594232,12
595237,3877874,35.04165936,25.0458126,65
582420.4,3877875.2,35.04279993,24.90530796,57
683673,3877877,35.02945991,26.01502343,32
609910,3877879,35.04021135,25.20665886,4
674269,3877884,35.03119067,25.9119922,4
674290,3877884,35.03118704,25.9122223,5
656712,3877885,35.0340792,25.71961143,42.3
656712,3877885,35.0340792,25.71961143,42.3
682266,3877887,35.02980511,25.9996107,1.6
586877,3877888,35.04254094,24.95416663,57
586877,3877888,35.04254094,24.95416663,57
595533,3877899,35.04185674,25.04906035,507
595533,3877899,35.04185674,25.04906035,11
608461.38,3877901.49,35.040571,25.19078254,3
682386,3877903,35.02992762,26.00092893,2
592104.8,3877912.3,35.04229578,25.01148017,35
595283,3877915,35.04202466,25.04632159,60
603972.4,3877918.89,35.04120085,25.14157722,25
682280,3877919,35.03009096,25.99977111,0.8
649201,3877921,35.03554248,25.63730799,36.3
607436.144,3877921.89,35.0408647,25.17954681,10
599471,3877924,35.04170118,25.09223296,17
579568.8,3877930.8,35.04353047,24.87405098,55.2
571052,3877933,35.04418703,24.78067824,18
571052.79,3877933.18,35.0441886,24.78068691,6
682274,3877938,35.03026327,25.99970955,2
596359,3877943,35.0421748,25.05812041,70
575584,3877951,35.04401945,24.8303663,20
599410,3877959,35.04202275,25.09156846,7
575339.3,3877960.4,35.04412254,24.82768442,30
616892,3877964,35.04019233,25.2832033,4
593011,3877967,35.04270572,25.0214206,80
653644,3877969,35.03530823,25.68600661,29
583787,3877970,35.04354195,24.92029956,55.2
593014.86,3877971.35,35.04274459,25.0214634,50
594445,3877975,35.04264449,25.03714187,35
660977,3877975,35.0342189,25.76636515,15
661486,3877975,35.03413756,25.77194277,22
595881,3877976,35.04251791,25.05288418,50
586562,3877977,35.04337048,24.95072264,55
595825,3877989,35.04264044,25.05227178,50
660865,3877989,35.03436295,25.76514057,15
603746,3877990,35.04186528,25.13910432,17
580683.6,3877992.3,35.04399631,24.88627873,61.7
578363.5,3877993.8,35.04419297,24.86084296,54
578926.2,3877996.5,35.04417339,24.86701228,12.4
581712.3,3877998.6,35.04397021,24.89755721,56
608116.16,3877998.61,35.04148366,25.187011,2
616816,3877999,35.04051666,25.28237518,3
598842,3878003,35.0424753,25.08534712,34
586556,3878004,35.04361443,24.95065968,40
609799,3878009,35.04139544,25.20545934,3
682269,3878010,35.03091302,25.99967058,3.3
589352,3878018,35.04349661,24.98131351,70
577784.5,3878020.8,35.04448129,24.85449771,52.8
598006.2011,3878021.69,35.04272543,25.07618697,26
586643.902,3878023.467,35.0437824,24.95162538,3
682255,3878024,35.03104172,25.99952026,2.5
586612,3878031,35.04385306,24.95127643,15
616124.8,3878033.1,35.04090393,25.27480346,3
577220.6,3878035,35.0446527,24.84831678,36
595798,3878039,35.0430938,25.05198157,37
597725,3878044,35.04295387,25.07310695,18
608181,3878045,35.04189493,25.18772782,1
660782,3878045,35.03488091,25.7642419,19
587984,3878046,35.04386943,24.96631923,65
587984,3878046,35.04386943,24.96631923,75
584114.9,3878046.2,35.04420166,24.92390208,25
583244,3878053,35.0443353,24.91435495,53.4
598853.61,3878054.03,35.04293424,25.08548048,3
602467,3878060,35.0426272,25.12509241,110
633580,3878068,35.03905729,25.46613281,39.6
660939,3878070,35.03508121,25.76596717,19
660888,3878072,35.03510737,25.76540869,16.5
611065.69,3878076.81,35.04186802,25.21935354,1
604601,3878078,35.04257028,25.14848799,90
590934,3878082,35.04393212,24.99866373,40
590934,3878082,35.04393212,24.99866373,58
613428,3878083,35.0416608,25.24524932,1
581014.4,3878087.8,35.04483082,24.8899147,58
609823,3878089,35.04211406,25.20573302,1.5
587635,3878090,35.04429655,24.96249781,65
599240,3878095,35.04326564,25.08972115,15
577000.24,3878105.02,35.0453009,24.84590738,20
661078,3878109,35.03541053,25.76749792,15
593846,3878110,35.04391759,25.03059057,3
661270,3878111,35.03539789,25.76960228,20
593752,3878113,35.04395338,25.02956041,28
595861,3878120,35.04381809,25.05268158,20
603420,3878120,35.0430708,25.1355469,42
613496,3878122,35.04200474,25.24600005,5
605484.03,3878125.7,35.0429083,25.15817395,12.1
575851.77,3878129.1,35.04560515,24.83331828,30
595944,3878130,35.04390035,25.05359264,50
596522,3878132,35.04386319,25.0599293,40
609315.76,3878135.499,35.0425884,25.20017885,3
596684,3878136,35.04388373,25.06170571,40
599324.7,3878138.1,35.04364587,25.09065484,30
613460,3878139,35.04216205,25.24560776,3
608195.99,3878140.23,35.04275186,25.18790457,4
595532,3878145,35.04407473,25.04907775,15.5
589075,3878146,35.04467519,24.97829055,162
677443,3878153,35.03306184,25.94682586,1.5
633921.8,3878153.8,35.03978539,25.46989289,39.6
661405,3878155,35.03577287,25.77109019,16.5
595110,3878156,35.04421382,25.04445274,80
616298,3878157,35.04200093,25.27671936,2
661175,3878163,35.03588175,25.76857135,16
608193.256,3878169.379,35.04301494,25.1878784,2
656281,3878170,35.03671485,25.71494208,110
633934.9,3878170.1,35.03993059,25.4700391,49.55
652325,3878172,35.037338,25.67158938,31
608609,3878174,35.04301189,25.19243641,2
596763,3878179,35.04426382,25.06257678,60
608182.05,3878181.6,35.04312632,25.18775715,4
613404,3878182,35.04255601,25.24499979,3
677388,3878185,35.0333599,25.94623007,1.5
608594,3878187,35.04313071,25.19227368,1
612131,3878192,35.04278856,25.23104677,4
608228.01,3878192.66,35.0432211,25.18826241,2.5
598856,3878195,35.04420495,25.08552349,3
650091,3878205,35.03797032,25.64711279,85
609904.09,3878206.97,35.04316876,25.20663755,0.1
587799,3878209,35.04535519,24.96430835,9
587799,3878209,35.04535519,24.96430835,4
576173.35,3878215.223,35.0463574,24.83685187,50
610083,3878217,35.04323966,25.2086001,2.5
599421,3878221,35.04438378,25.09172047,18
574255.18,3878223.36,35.046574,24.8158223,18
597452,3878226,35.04462118,25.07013559,28
677425,3878230,35.03375894,25.94664509,2.5
611888.7,3878231.89,35.0431751,25.22839609,4
577288,3878232,35.04642376,24.84907409,60
610162,3878234,35.04338429,25.20946835,6
599452.74,3878234.116,35.0444989,25.09207,60
652554,3878236,35.03788026,25.67411075,50
661010,3878237,35.03657506,25.7667776,15
586976,3878238,35.04568803,24.95528869,50
608645,3878240,35.04360303,25.19283969,90
694415,3878240,35.03071908,26.13278994,5.1
575868,3878243,35.04663089,24.83350665,32
586868,3878248,35.04578751,24.95410571,3.5
661293,3878251,35.03665604,25.76988153,20
589170,3878253,35.0456315,24.97934355,75
589980,3878259,35.04561359,24.98822435,70
677390,3878260,35.03403546,25.94626802,1
609306.38,3878261.67,35.04372689,25.20009266,3
616303,3878262.4,35.04295055,25.27678895,5
604282,3878264,35.04428023,25.14501446,3
609279.6,3878265.9,35.04376793,25.19979965,2
597166,3878266,35.04500942,25.06700494,15
612322,3878267,35.04344344,25.23315064,2
569124.7,3878267.61,35.04733818,24.75957604,12
610937,3878271,35.04363287,25.21796885,3
631685,3878275,35.04117251,25.4453958,0.5
660825,3878279,35.03698312,25.76475845,4
598089.29,3878279.19,35.0450389,25.0771283,60
606016,3878281,35.0442526,25.16402534,33
677429,3878285,35.03425391,25.94670068,3
575458,3878287,35.04705841,24.82901552,20
631709.48,3878292,35.04132256,25.44566682,1
661020,3878297,35.03711425,25.76689883,20
608184,3878298,35.0441755,25.18779372,0.5
585736,3878299,35.0463443,24.94170054,27
578160,3878302,35.04698762,24.858641,12
585747.9,3878303.2,35.04638115,24.94183144,3.45
586944,3878304,35.04628586,24.95494479,5
598348,3878304,35.04523737,25.07996742,50
651986,3878306,35.03859694,25.66789883,30.28
596934.69,3878312.37,35.04544976,25.06447456,10
622239,3878316,35.04273151,25.34186426,3
677480,3878316,35.03452432,25.94726611,3
612367,3878317,35.04388919,25.23365071,3
621786.5,3878317,35.04279529,25.33690439,85
603770,3878320,35.04483794,25.13940872,5
682133,3878321,35.03374027,25.99824878,3
576564,3878323,35.04729954,24.8411448,60
589619,3878326,35.04624983,24.9842739,60.6
598330,3878326,35.04543747,25.0797727,50
609211,3878327,35.0443262,25.1990557,9
569138.59,3878327.87,35.04788057,24.75973336,3
612126,3878328,35.04401519,25.23101035,5.65
609991,3878331,35.04427746,25.20760672,7
677442,3878334,35.03469322,25.9468536,2
677449,3878338,35.03472803,25.94693115,3
612455,3878339,35.04407771,25.23461834,3
586985,3878340,35.0466069,24.95539807,40
594904,3878344,35.04592822,25.04221594,35
592518.9,3878348.2,35.04618789,25.01606844,35
591522,3878356,35.04634926,25.00514015,95
677473,3878361,35.03493109,25.94719904,1.5
578193,3878363,35.04753505,24.85900856,18
592822,3878363,35.04629345,25.01939302,12
610707,3878368,35.04453264,25.21546054,5
676247,3878372,35.03524512,25.93376803,5
588443,3878373,35.0467775,24.97138613,60
575365,3878389,35.04798505,24.82800517,33.8
677135,3878400,35.03534196,25.94350389,3
604306.71,3878400.4,35.04550739,25.14530251,0.5
605108,3878402,35.04543857,25.15408688,20
610440,3878402,35.04486845,25.21253817,2
610219.29,3878403.51,35.04490622,25.2101189,2
610513,3878406,35.04489651,25.21333895,2
586570,3878408,35.04725574,24.95085537,55
677203,3878409,35.03541113,25.94425089,6
611960.1,3878412.3,35.04479362,25.22920314,3.5
610304.772,3878417.185,35.04502016,25.21105779,2
610084.635,3878418.906,35.04505974,25.20864483,3
568846,3878420,35.04873131,24.75653303,2
612079.43,3878420.44,35.04485374,25.23051235,3
568810,3878426,35.04878787,24.75613882,4
578780,3878427,35.04806636,24.86545038,17
661000,3878427,35.03828914,25.76670489,17
594054,3878433,35.04681033,25.03290748,40
595441,3878437,35.04671598,25.04811376,98
586665.61,3878441.49,35.04754947,24.95190709,60
660762,3878445,35.03848933,25.76410023,10
609184,3878447,35.04541097,25.19877553,2
602583,3878449,35.04612247,25.12641218,24
677062,3878452,35.03582341,25.94271512,2
677994,3878458,35.0357135,25.95292842,1.5
595934,3878460,35.04687653,25.05352122,27
681619,3878465,35.03513062,25.99264865,4
596510,3878469,35.04690267,25.05983699,9
577133,3878470,35.04858153,24.84739688,65.5
575717,3878471,35.04869799,24.83187197,34.5
604617,3878485,35.04623794,25.14871475,258
608712,3878487,35.04582261,25.19360654,4
632316.54,3878490.35,35.0430311,25.45235225,1
575849,3878491,35.04886839,24.83332105,25
612476,3878491,35.04544568,25.23486917,2
569201.1,3878492.2,35.04935796,24.76043246,4
594947,3878506,35.04738474,25.04270591,32
575324.8,3878507.191,35.04905371,24.82757517,14
616249.29,3878515.6,35.04523937,25.2762357,1.5
596578,3878518,35.04733793,25.06058818,60
610614,3878523,35.04594022,25.21446174,2
611680,3878527,35.04585874,25.2261481,4
581470.59,3878529.83,35.04877948,24.89495953,100
609917,3878533,35.04610663,25.2068223,3
610663,3878535,35.04604303,25.2150005,5
569212.22,3878536.92,35.04976042,24.76055812,6
612475.72,3878541.18,35.0458981,25.23487291,10
610700,3878543,35.04611109,25.21540717,1
643341,3878543,35.04199888,25.57319479,55.25
613081,3878545,35.04586482,25.24150865,1
577223.8,3878545.2,35.0492526,24.84839942,10
610742.97,3878547.97,35.04615118,25.21587889,2.5
577226.6,3878551.5,35.04930919,24.84843071,5
613092,3878554,35.04594472,25.24163046,1
574953,3878555,35.04951252,24.82350305,27
608360,3878555,35.04647356,25.18975666,5
611731,3878560,35.04615059,25.22671162,3
596775,3878560.5,35.0477022,25.06275288,22
569319,3878561,35.04997019,24.76173091,6
611791,3878561,35.04615295,25.2273695,3
610206,3878563,35.04634553,25.20999442,3
568909,3878565,35.0500344,24.75723584,6
682270,3878565,35.03591442,25.99980341,7
568897.26,3878567.22,35.05005522,24.7571073,27
653773,3878572,35.04072368,25.68753204,4
659886,3878572,35.03977322,25.75452494,4
606633,3878575,35.04683806,25.1708269,54
587121,3878578,35.04874098,24.95691411,28
596855,3878578,35.04785229,25.06363198,56
596698,3878584,35.04792146,25.06191146,30
578379,3878587,35.04954025,24.86106901,23
576661.5,3878588.6,35.04968687,24.84223835,72.3
608333,3878594,35.04682806,25.18946577,4
682198,3878597,35.03621581,25.99902155,10
645750,3878599,35.04215838,25.59960738,26
612390.78,3878599.66,35.04643479,25.2339497,3
569770.95,3878614.22,35.05041884,24.76669074,10
569722,3878616.2,35.05044008,24.76615419,10
576743.13,3878616.33,35.04993068,24.84313592,2
569088.32,3878623.48,35.0505494,24.75920686,4
569180.47,3878624.93,35.05055614,24.76021735,4
574776,3878630,35.0502019,24.82156916,20
603867.987,3878630.403,35.0476263,25.1405218,35
578328,3878631,35.04994094,24.86051401,22
576818,3878634,35.05008429,24.84395844,4
594039.56,3878634.86,35.04863162,25.03277208,80
569965,3878635,35.05059273,24.76882014,17.62
602196,3878637,35.04785672,25.12219279,4.6
617630,3878639,35.04619166,25.29138848,115
586640,3878642,35.04935949,24.95164728,10
617628,3878642,35.04621894,25.29136698,5
621730.817,3878644.791,35.04575701,25.33634215,20
598385,3878645,35.04830812,25.08041352,20
612401.51,3878645.67,35.04684838,25.23407357,7
612878,3878650,35.04683417,25.23929761,1
605195,3878652,35.04768337,25.15507235,35
605884.9,3878653.9,35.04762825,25.16263581,55
568836.91,3878653.91,35.05084099,24.75645281,2
612386,3878657,35.04695225,25.23390508,3
612189,3878659,35.04699223,25.23174576,1
612562,3878665,35.04700474,25.23583554,14
577329,3878668,35.05035174,24.8495643,7
588652,3878670,35.0494369,24.97370925,60
612291,3878671,35.04708905,25.23286555,3
610859,3878674,35.04727462,25.21716771,3
611245,3878675,35.04724111,25.22139936,3
610918,3878685,35.0473673,25.21781597,3
624991.06,3878686.03,35.04572983,25.37208612,32
604212,3878694,35.04816415,25.14430116,25
604212,3878694,35.04816415,25.14430116,25
613012,3878694,35.04721582,25.24077257,1
596458,3878699,35.04898128,25.05929368,24
611013,3878703,35.04751911,25.21885982,2
611239,3878715,35.04760238,25.22133896,2
612453,3878716,35.04747668,25.23464756,4
593988,3878717,35.04937699,25.03221613,22
612119,3878717,35.0475229,25.23098623,1
611059,3878718,35.04764928,25.2193661,1
576896,3878719,35.05084473,24.84482154,4
611281.3,3878719.6,35.04763918,25.22180329,4.5
612582,3878720,35.04749834,25.23606226,7.5
595515,3878722,35.04927848,25.04895788,40
612437,3878728,35.04758665,25.23447379,2
611289,3878739,35.04781323,25.22189031,4.5
612464,3878741,35.04770083,25.23477154,4
612630,3878742,35.04769131,25.23659145,5
650001,3878747,35.0428691,25.64622447,97
612126,3878748,35.0478016,25.23106716,5
611303,3878749,35.04790183,25.22204512,1
645899,3878749,35.04348891,25.60126681,87.6
611248,3878750,35.04791692,25.22144232,3
575164.624,3878754.94,35.05129948,24.82584147,20
610751,3878757,35.04803476,25.21599485,3
569710.8,3878760.2,35.05173924,24.76604352,4
611670,3878765,35.04800548,25.22607054,5
612488,3878766,35.04792354,25.23503803,5.5
616218,3878767,35.04750938,25.27592795,5
594054,3878773,35.04987572,25.03294607,1
612082,3878774,35.04804089,25.23058833,4
616232,3878779.2,35.04761775,25.27608313,3
600979,3878781,35.04927765,25.10886838,30
611353.2,3878789.2,35.0482587,25.22260085,2.45
569837,3878793,35.05202623,24.76743001,7
594019.6,3878793.26,35.0500616,25.03257123,2
