East,North,Lat,Lon,GW
600382.06,3891954.66,35.16810548,25.10392449,6
634150.95,3891968.64,35.1642857,25.47464574,19
655515,3891998,35.16146849,25.70914753,80
635417.4,3892011.21,35.16449939,25.48855452,3
632452.06,3892018.17,35.16495778,25.45600485,3
612873,3892030,35.1674573,25.24107016,6
607040,3892034,35.16813254,25.17703201,1
632221,3892077,35.16551855,25.45347789,12
592557,3892094,35.17011421,25.01802612,287.3
692485,3892118,35.15614542,26.11487396,1
600922.6,3892135.5,35.16968161,25.1098813,125.25
633738.05,3892141.81,35.16590178,25.47014142,5
608035,3892152,35.1690897,25.18797142,1
592592,3892161,35.17071503,25.01841795,279
649953,3892172,35.16388285,25.64813278,60
601132,3892180,35.17006171,25.11218583,1
601240,3892180,35.17005081,25.1133716,1
633294,3892195,35.16644032,25.46527556,12
692522,3892209,35.15695833,26.11530116,4
632780,3892213,35.1666707,25.45963609,77
589471.29,3892219.84,35.17152876,24.98415935,3
634731.9,3892239.92,35.16665326,25.48106717,6
601262,3892243,35.17061657,25.11362089,0.5
601347,3892245,35.17062601,25.11455439,0.5
688182,3892275,35.15837543,26.06769599,92
633151.238,3892304.304,35.16744455,25.46372607,5
633967,3892307,35.16736031,25.47268151,10
593460,3892314,35.17201393,25.02796575,1
636619,3892323,35.16714708,25.50179609,4.5
633509.14,3892325.88,35.1675915,25.46765843,13
632556.8,3892331.4,35.16776748,25.45720497,5
598759.11,3892355.36,35.17187908,25.08615387,2.5
632350.53,3892361.25,35.16806378,25.45494542,10
546728,3892382,35.17589491,24.51480945,26
599539.02,3892388.58,35.17210148,25.09472105,2
599827,3892390,35.17208567,25.09788316,1
632387.5,3892409.17,35.16849087,25.45535896,9
633027,3892417,35.16847689,25.46238044,6
633555.26,3892417.69,35.16841296,25.46817959,10
693143,3892439,35.15891166,26.12216871,3
636498.934,3892466.901,35.16846055,25.50050192,8
614156.4,3892484,35.17140493,25.25522283,65
693047,3892484,35.1593356,26.12112589,2.5
632948,3892492,35.16916343,25.4615253,8
635153,3892499,35.16893203,25.48573219,7
608000,3892509,35.1723119,25.18763396,1
692313,3892529,35.15988189,26.11308257,2
612832.44,3892529.35,35.17196352,25.24069325,2.5
636090,3892535,35.16912992,25.4960241,16
598478,3892566,35.17380575,25.08309254,120
690383,3892566,35.16058295,26.09191382,35.3
634786,3892586,35.16976561,25.48171764,2
689624,3892594,35.16097884,26.08359185,76
632350.46,3892608.94,35.17029653,25.45498443,11
635104.51,3892613.88,35.1699741,25.48521872,5
633734,3892624,35.17024888,25.4701752,10
671532.1,3892626,35.16452018,25.88506096,148.5
604957,3892643,35.17384293,25.15424051,2
634671,3892650,35.17035795,25.48046566,9.5
634671,3892650,35.17035795,25.48046566,12.5
634863.43,3892705.82,35.17083528,25.48258725,6
605694,3892708,35.17435155,25.16234088,2
612842.71,3892723.07,35.17370876,25.24083254,0.5
633247.68,3892730.08,35.17126979,25.4648536,10
632482.507,3892739.346,35.17145462,25.45645499,7
524546.65,3892747.22,35.17997843,24.27122436,1.5
524640.81,3892748.94,35.17999162,24.27225853,1
692150,3892768,35.16206672,26.11134971,50
546930,3892776,35.17943807,24.51705026,22
634732,3892779,35.17151259,25.4811564,10
634281.68,3892793.43,35.17170302,25.47621514,10
632652,3892797,35.17195193,25.45832498,10
687009,3892812,35.16343359,26.05494669,125
632192.4,3892855.9,35.17254352,25.45328887,5
605790,3892864,35.17574781,25.16341498,2
632296,3892883.3,35.17277686,25.45443062,8
704059,3892887,35.16079031,26.24204784,123
689161,3892896,35.16378753,26.07858063,165
632645,3892908,35.17295344,25.458266,11
619645.97,3892922.93,35.17472222,25.31555552,64
633855.34,3892937.68,35.17306027,25.47155821,7.5
613440,3892957,35.17575028,25.24742261,4
633798.14,3892974.11,35.17339628,25.47093617,6
600613.87,3892994.71,35.1774588,25.10659661,2
684736,3893001,35.16555744,26.03004606,3.2
600990.6,3893005.1,35.17751461,25.11073452,110
606229,3893022,35.17712583,25.16825555,2
612819,3893034,35.17651447,25.24061481,4
633540.01,3893047.17,35.17408924,25.46811419,10
612825,3893050,35.17665804,25.24068288,3
612827,3893062,35.17676599,25.24070648,3
632945.79,3893067.94,35.17435537,25.46159396,9
632792,3893080,35.17448444,25.45990753,10
689435,3893099,35.16556516,26.08163395,60
617213,3893101,35.17661469,25.28886868,142
633648.49,3893103.25,35.17458032,25.46931422,7.5
612853,3893105,35.17715071,25.24099785,6
632986,3893121,35.17482834,25.46204397,13
612830,3893133,35.17740572,25.24074915,5
563694.2,3893145.5,35.18184388,24.70118364,5
636884.49,3893158.9,35.17464575,25.50484928,7.5
563590.2,3893159.6,35.18197762,24.70004258,9
612815,3893160,35.17765082,25.24058815,2
633855,3893161,35.17507336,25.47159075,12
632841.66,3893175.81,35.17534152,25.46046817,16
634455.28,3893177.79,35.17514445,25.47818364,10
704411,3893221,35.16372816,26.24599266,155
704411,3893221,35.16372816,26.24599266,60
685311,3893222,35.16744303,26.03640572,1.5
632817.1,3893241.3,35.17593512,25.46020909,2
631879,3893246,35.17610122,25.44991073,6
632805.8,3893248.3,35.17599971,25.46008616,1.2
653796,3893249,35.1730088,25.6905141,127
631062.09,3893259.39,35.17632896,25.4409442,6
683046,3893269,35.16828201,26.01155948,93.2
633015,3893270,35.17616761,25.4623864,2
632792.2,3893283.6,35.17631971,25.45994254,1.2
634581.76,3893301.6,35.17624354,25.47959242,5
684520,3893307,35.16835467,26.02774417,3
612797.445,3893309.6,35.17900144,25.24041589,2
632005.77,3893336.85,35.17690349,25.45131706,3
632970.98,3893347.64,35.17687331,25.46191565,12
655260,3893358,35.17376584,25.70660494,1
633985.78,3893358.81,35.176839,25.47305869,0.5
633495.631,3893363.8,35.17694931,25.46767828,9
603686,3893371,35.1805383,25.1403769,3
608679,3893414,35.18039732,25.19520836,50
612740,3893422,35.18002119,25.23980052,4
608207,3893459,35.18085404,25.1900315,110
673998,3893485,35.17183736,25.91230457,6
548796.7,3893512.1,35.18598606,24.5375945,3
676493,3893539,35.17188849,25.93969983,1.5
631449,3893552,35.17891601,25.4452387,12
632259,3893555,35.1788366,25.45413225,11
633184.03,3893564.92,35.17880366,25.4642898,5
632259,3893569,35.1789628,25.4541345,10
633631,3893569,35.178781,25.46919775,12
633886.13,3893577.79,35.17882622,25.47200025,10
636832.57,3893591.5,35.1785523,25.50435114,20
633815.22,3893595.14,35.17899208,25.47122455,3
600468.76,3893602.36,35.18295159,25.10507739,0.5
612117,3893606,35.18174979,25.2329849,10
602080,3893610,35.18285774,25.1227715,2
612738,3893612,35.18173427,25.23980458,4.5
607547,3893623,35.18240353,25.18280577,1.5
612769,3893626,35.18185699,25.24014689,3
612813,3893631,35.18189712,25.24063071,8.1
633422.63,3893631.52,35.1793723,25.46692018,10
674908,3893636,35.17304005,25.92232432,3.7
631399,3893645,35.17976089,25.44470458,9.5
603532,3893646,35.18303343,25.13872046,2
674901,3893649,35.17315843,25.92225025,2.6
612774.55,3893661.6,35.1821773,25.2402127,5
612716,3893662,35.18218749,25.23956985,3
632865.08,3893670.4,35.17979676,25.46080505,3
674085,3893673,35.17351655,25.91329914,38
684767,3893696,35.17181472,26.030542,2
637926.6,3893696.9,35.17935258,25.51637987,86
593935.76,3893697.78,35.18444521,25.03334744,2
631469,3893704,35.18028356,25.44548254,1
684778,3893704,35.17188478,26.03066451,4
603549,3893705,35.18356358,25.13891456,3
638130,3893705,35.17939761,25.51861432,5
692215,3893719,35.17062377,26.11228461,2.9
692088,3893725,35.17070214,26.1108923,0.3
674278,3893729,35.17398774,25.91542931,21
612699,3893731,35.18281144,25.23939263,0.5
600584,3893733,35.18411782,25.10635882,25
686415,3893741,35.1719156,26.04863845,2
590845,3893742,35.18512872,24.99941063,8
613000,3893750,35.18294885,25.24270039,1
593912,3893751,35.18492725,25.03309259,2
630720.78,3893757.2,35.18086089,25.43727602,10
599551.26,3893765,35.18450938,25.09502185,1
632839.18,3893773.19,35.18072676,25.46053727,3
689384,3893782,35.17172943,26.08123117,60.5
674211,3893783,35.17448603,25.91470534,8.5
687203,3893783,35.17214746,26.05729598,5
596373.64,3893793.63,35.18507798,25.0601303,1.5
633150.83,3893794.27,35.18087547,25.46396237,7
596394,3893804,35.18516951,25.0603551,2
619815,3893805,35.1826537,25.31753964,20
611657,3893811,35.18364919,25.22796168,2
632884.59,3893813.28,35.18108213,25.46104231,3
598029.23,3893817.87,35.185136,25.0783141,5
674611,3893823,35.17477701,25.91910416,12
632904,3893825,35.1811852,25.46125731,9
632908,3893825.9,35.18119279,25.46130137,9
596678.9,3893839.49,35.18546204,25.06348792,3
612720,3893851,35.18389088,25.23963965,3
655110,3893858,35.17829561,25.7050525,30.26
600361,3893860,35.18528513,25.10392548,3
674174,3893861,35.17519539,25.91431571,4.4
674870,3893862,35.1750834,25.92195519,5.35
634153.9,3893865.66,35.18138536,25.47498697,3
596396.36,3893871.49,35.18577775,25.06038892,1
596552.629,3893877.99,35.18582131,25.06210577,6
631484,3893885,35.18191318,25.44567613,9.5
603517.3,3893894.7,35.18527707,25.13859031,3
694084,3893902,35.17191325,26.13283798,54
612724,3893920,35.18451247,25.23969302,1
602013.967,3893922.08,35.18567799,25.12208507,2
596507.846,3893923.672,35.18623747,25.06161934,7
674256,3893927,35.17577596,25.9152297,28.52
550160.4,3893943.89,35.18981198,24.55259849,3.5
676275,3893969,35.17580194,25.93739915,1
601481,3893981,35.18626326,25.11623958,7
674719,3893988,35.17624521,25.92032454,3
593700.22,3893988.27,35.18708621,25.0307939,3
634504,3893991,35.18246831,25.4788513,15
674327,3894008,35.17649361,25.91602613,22
634395,3894011,35.1826632,25.4776578,13
593864,3894013,35.18729385,25.03259535,2
674398,3894016,35.17655338,25.91680713,11
590429,3894024,35.18770879,24.99487318,2
593878.38,3894031.52,35.18745947,25.03275538,3
604093,3894043,35.18655444,25.144931,3
593064.75,3894043.46,35.18764299,25.02382143,1.5
684037,3894045,35.17509381,26.02260831,1.5
654339,3894049,35.180136,25.69662447,22
689556,3894050,35.17411197,26.08318039,81
690947,3894051,35.17385739,26.09844634,12.1
675323,3894068,35.17686086,25.9269711,5
634606,3894069,35.18315773,25.47998395,14
685720,3894074,35.1750452,26.04108606,2
612755,3894079,35.18594237,25.2400552,3
687302,3894079,35.17479635,26.05844972,4.5
632598.13,3894082.25,35.18354459,25.45794046,5
631557,3894085,35.18370646,25.44650958,5
687283,3894094,35.17493506,26.05824461,4.5
673407,3894097,35.17745505,25.90594676,17
673451,3894097,35.17744745,25.90642972,4
601967.054,3894100.51,35.18729138,25.121592,2
674526,3894113,35.1774053,25.91823262,5.5
633849.38,3894119.8,35.18371689,25.47168485,9
633649.52,3894123.06,35.18377293,25.46949099,5
683761,3894125,35.1758653,26.01959697,3.5
683728,3894126,35.17588035,26.01923501,9.5
601432,3894136,35.18766561,25.11572059,8
674083,3894137,35.17769852,25.9133752,25
596247,3894138,35.18819484,25.05877986,2
596530,3894144,35.18822172,25.06188847,3
654667,3894151,35.18100484,25.70024439,10
596547,3894159,35.18835532,25.06207692,1.5
634001,3894161,35.18406803,25.47335629,10
599976.16,3894166.02,35.18808249,25.09973654,5
601874.141,3894171.683,35.18794248,25.12058047,2
600286.65,3894179.06,35.18816904,25.10314788,6
600070,3894194,35.18832538,25.10077048,3
613183,3894199,35.18697596,25.24477156,2.5
693266,3894205,35.17480135,26.12393219,43
601846.144,3894214.281,35.18832936,25.12027828,3
533007,3894215,35.19296966,24.36419997,3
633092,3894217,35.18469384,25.46338477,12
632278,3894220,35.18482856,25.45444766,11
689023,3894229,35.17582547,26.0773719,2.1
674417,3894230,35.17847866,25.91706097,3
596503,3894237,35.18906277,25.06160286,15
604153,3894238,35.1883062,25.14561456,8
600326,3894244,35.18875057,25.10358793,2
600242,3894250,35.18881307,25.10266618,3
649984.27,3894257.27,35.18267358,25.64885551,152.3
593247,3894259,35.18956929,25.02584733,11
654479,3894262,35.18203426,25.69820132,21.8
590746.5,3894268.72,35.18988643,24.998387,6
590635,3894275,35.18995314,24.99716315,2
693468,3894276,35.17540222,26.1261657,2.3
590653,3894277,35.18996954,24.99736106,3
591502,3894278.24,35.18990357,25.00668528,3
593327,3894283,35.18977822,25.02672864,5
613094.77,3894286.83,35.1877777,25.24381476,2
693318,3894289,35.17554826,26.12452257,3
600469,3894298,35.18922308,25.10516494,3
598656,3894304,35.18945724,25.08525525,1
693028,3894311,35.1758023,26.12134508,2.5
519722.58,3894316.08,35.194232,24.21828094,0.5
651989.6,3894333.62,35.18305997,25.67088511,6
654773,3894335,35.18264692,25.70144263,5.5
633644.17,3894336.75,35.18569988,25.46946692,3
693565,3894337,35.17593319,26.12724456,27
654749,3894338,35.18267766,25.70117971,4.8
593429,3894340,35.19028261,25.02785531,6
634051,3894341,35.1856839,25.47393457,18
650000.48,3894342.6,35.18344027,25.64904901,123
601650.96,3894343.81,35.18951693,25.11815081,2
601552,3894345,35.18953769,25.11706418,3
692707,3894349,35.17620639,26.11783109,5
633005.42,3894353.56,35.18593631,25.4624562,7
593800,3894365,35.19047336,25.03193262,2
634312,3894368,35.18589237,25.47680473,5
593950,3894372,35.19052242,25.03358078,2
633070,3894373,35.18610298,25.46316843,6
601499,3894375,35.18981352,25.11648584,2
630488,3894382,35.18652334,25.43481923,21
634289,3894382,35.18602164,25.47655447,12
612915,3894383,35.18866493,25.24185386,3
601510,3894384,35.18989354,25.11660775,4
634330,3894385,35.1860432,25.47700514,15
654917.41,3894386.94,35.18309277,25.70303777,2
654287,3894389,35.18320848,25.69611729,21
633916.61,3894393.6,35.186176,25.47246754,4
601526,3894395,35.18999109,25.11678482,4
634552,3894395,35.18610358,25.47944432,10
654962.65,3894395.06,35.18315897,25.70353596,2
634234.69,3894400.21,35.18619306,25.47596112,5
683317,3894404,35.1784607,26.01478595,0.2
654919,3894409,35.18329136,25.70305937,3
601397.85,3894409.21,35.19013217,25.11537922,5
634552,3894414,35.18627485,25.47944742,8
599703.45,3894415.43,35.1903582,25.0967719,2
599444.436,3894421.37,35.19043748,25.09392809,2
597908.65,3894424.43,35.19061625,25.07706211,3
650377.15,3894427.2,35.18414642,25.65319979,153
596677,3894442,35.1908942,25.06353783,3
654812,3894447,35.18365037,25.70189183,14
636306,3894449,35.18635352,25.49871194,7
630497,3894450,35.18713514,25.43492883,11.5
600841.25,3894450.72,35.19056255,25.10927169,4
599121,3894452,35.19074566,25.09037974,4
654737.56,3894454.4,35.18372855,25.70107599,5
655070,3894455,35.18368264,25.70472577,4.2
599130.8,3894456.6,35.19078616,25.09048792,0.5
692013,3894462,35.17735761,26.11024091,45
653729,3894463,35.18396111,25.69000515,75.23
634403,3894466,35.18676356,25.47781989,5
636430,3894468,35.18650793,25.50007659,4
631845,3894470,35.18713913,25.44973339,12
654920,3894477,35.1839041,25.70308314,3.4
654920,3894477,35.1839041,25.70308314,10.5
595949,3894484,35.19134281,25.05554757,2
596678,3894484,35.19127276,25.06355375,3
595937,3894490,35.19139805,25.05541648,3
600853.48,3894494.35,35.19095466,25.10941135,1
595880,3894498,35.19147563,25.05479141,1
634283.11,3894501.15,35.18709647,25.47650923,5
673037,3894503,35.18117785,25.90197076,2.5
611947,3894507,35.18989134,25.23124074,6
654850,3894509,35.18420332,25.70232067,6
654415.74,3894517.18,35.18434398,25.69755468,4.5
634024,3894518,35.18728301,25.47366692,12
654467,3894522,35.18437953,25.69811834,16
594138,3894529,35.19192024,25.03566344,3
634913.15,3894532.58,35.18729523,25.48343225,20
599409,3894535,35.19146543,25.09355265,2
630631,3894543,35.18795602,25.43641494,11.5
633522.23,3894553.61,35.18767093,25.46816319,6
632846.32,3894555.7,35.18777952,25.46074189,10
609756,3894570,35.19070153,25.20718838,5
600896.963,3894571.068,35.19164193,25.10989829,3
596702.67,3894578.84,35.19212541,25.06383583,4.5
595847,3894585,35.19226314,25.05443912,3
655398,3894586,35.18481261,25.70835139,18
600908,3894589,35.19180248,25.1100217,2
594069,3894601,35.19257584,25.03491387,5
650408.9,3894601.56,35.18571323,25.65358021,115
596820,3894611,35.19240403,25.06512819,2
596768,3894616,35.19245413,25.06455769,2
595841,3894620,35.19257926,25.0543773,3
655761,3894639.5,35.18523852,25.71234671,3
653979,3894644,35.18555416,25.69278361,31.5
596742.94,3894660.44,35.1928572,25.06428769,3
607265,3894673,35.19189971,25.17984602,4
632236.67,3894683.19,35.18900931,25.45406825,4
597859,3894692,35.19303339,25.07654866,3
596853,3894711,35.1933024,25.06550239,2
634605,3894711,35.18894493,25.48007791,8
631064,3894718,35.18947703,25.4411973,11
603112,3894726,35.1928133,25.13424373,3
634325,3894726,35.18911769,25.47700587,17
634325,3894726,35.18911769,25.47700587,17
631637.74,3894756.52,35.18974912,25.44750344,3
634465,3894757,35.18937836,25.47854818,6
649874.04,3894765.6,35.18727183,25.64773784,164
609525.942,3894776.865,35.19259161,25.20468946,130
591514.98,3894779.09,35.19441792,25.00688354,7
634694.4,3894782,35.18957293,25.48107116,16
599294,3894790,35.19377577,25.09232045,5
634656,3894797,35.1897133,25.48065197,10
595641,3894809,35.19430231,25.05220275,0.5
606145,3894811,35.19326303,25.16756389,90
597036,3894814,35.1942133,25.06752436,1
596883,3894820,35.19428219,25.0658447,2
695013,3894827,35.18006827,26.14325167,28.7
591066,3894833,35.19494486,25.00195835,2
631061.5,3894858.66,35.19074531,25.44119224,8
634730.95,3894864.76,35.19031403,25.48148604,18
593937,3894866,35.19497737,25.03349441,3
597119,3894866,35.19467407,25.06844207,2
612330,3894866,35.1930849,25.23549567,3
694307,3894871,35.18060166,26.13551361,46
593448.05,3894880.93,35.19515769,25.02812596,40
634784,3894893,35.19056146,25.48207318,14
593572,3894906,35.19537214,25.02949016,9
597168,3894908,35.19504797,25.06898519,3
654532,3894908,35.18784861,25.69890437,58
613539,3894911,35.19335438,25.24877905,5
598470,3894919,35.19502007,25.08328619,2
630944,3894920,35.19131359,25.43991176,22
612264,3894927,35.19364221,25.23477918,0.5
634990,3894930,35.19086728,25.48434123,12
601507,3894941,35.19491543,25.11664352,2
597147.9,3894941.27,35.19534987,25.06876837,2
599856,3894947,35.19513537,25.09851174,1
597184,3894972,35.19562342,25.06916848,2
634819,3894990,35.19143113,25.48247338,12
595100,3895006,35.19612987,25.0462838,2
634425.59,3895008.36,35.19164944,25.47815648,17
590134,3895012,35.19664294,24.99174169,1
634196,3895014,35.19173102,25.47563635,3
613252.23,3895017.81,35.19434971,25.24564445,2
655039,3895021,35.18878886,25.70449198,10
613315,3895023,35.1943894,25.24633451,10
597289,3895032,35.19615416,25.07032879,3
632108.62,3895032.3,35.19217314,25.45271822,0.5
655356.174,3895039.699,35.18890833,25.70797778,8.1
635158.49,3895046.6,35.19189563,25.48621048,18
655015,3895049,35.18904494,25.70423375,4
691083,3895054,35.18286962,26.10017142,11
632177.82,3895055.06,35.19236919,25.45348175,8
597284.727,3895065.783,35.19645915,25.07028585,1
653364,3895085,35.18962319,25.68611381,145.13
597292.63,3895085.27,35.19663407,25.07037495,3
634821.1,3895089.1,35.19232414,25.48251267,5
633743.21,3895096.12,35.19253176,25.47067773,7
652631,3895105,35.18991526,25.67806966,4
633922,3895109,35.192624,25.47264308,10
634848.1,3895109.7,35.1925062,25.48281252,5
654957.78,3895110.04,35.18960394,25.70361701,11
631181.8,3895111.87,35.19301208,25.44255357,12
654664,3895114,35.18968497,25.70039228,39.6
599941,3895118,35.19666854,25.09946605,1
633510.64,3895126.15,35.19283344,25.46812878,5
633647,3895126.4,35.19281753,25.46962618,127
549439,3895131,35.20055171,24.54474637,2
631067,3895134,35.19322658,25.44129647,15
631515.42,3895135.41,35.19318057,25.44622083,10
654849,3895141,35.18989979,25.70242852,21
655081.91,3895142.62,35.18987841,25.704986,6
634147,3895143,35.1929004,25.47511931,12
655257,3895148,35.18989981,25.70690936,10.8
625306,3895159,35.19418843,25.37803715,2
691340,3895160,35.18377583,26.10301681,4.1
633100,3895166,35.19324725,25.46362603,4.8
654129,3895167,35.19024502,25.6945283,39.5
593996.22,3895172.04,35.19773097,25.0341798,2
650226.67,3895195.82,35.19109682,25.65168792,174.29
655215,3895201,35.19038401,25.70645822,10
655215,3895201,35.19038401,25.70645822,10
635150.38,3895214.68,35.19341181,25.48614903,5
654951,3895227,35.19065917,25.70356458,10.8
593980,3895235,35.19830012,25.03400884,2
654961,3895237,35.19074775,25.70367626,10.5
655090,3895237,35.19072782,25.70509259,12.9
655204,3895244,35.19077327,25.70634556,10.5
632104,3895245,35.19409108,25.45270162,9.5
623636.87,3895256.86,35.19527781,25.3597222,3
654394,3895257,35.19101545,25.6974547,12.55
654947,3895260,35.19095722,25.70352687,3.2
635265,3895270,35.19389501,25.48741674,5
607203,3895271,35.19729744,25.17924304,1
633008,3895271,35.19420594,25.46263274,10
655181,3895276,35.19106525,25.70609906,11.9
655186,3895280,35.19110053,25.70615471,11.9
598731,3895290,35.19833914,25.08619723,1
625424.4,3895291.9,35.19537165,25.37935761,5
597702,3895293,35.19846704,25.07489577,5
597702,3895293,35.19846704,25.07489577,10
632805.43,3895314.35,35.19462356,25.46041529,1
633801,3895319,35.19453312,25.47134854,8.35
633590,3895329,35.19465139,25.46903315,12
597568.58,3895334.43,35.19885355,25.07343529,3
597513.714,3895337.617,35.19888762,25.07283305,6
633880,3895338,35.19469384,25.47221913,5
654959,3895342,35.19169444,25.70367406,14.2
613287,3895345,35.19729539,25.24607134,6
598638.82,3895346.33,35.19885606,25.08519155,3.5
634918.989,3895346.643,35.19463249,25.48362978,4
634438.43,3895348.36,35.19471252,25.478353,14
633618,3895353,35.194864,25.46934451,5
691426,3895362,35.18557966,26.10400766,4
691510,3895365,35.18559067,26.10493035,4.6
693953,3895365,35.1851215,26.13174466,68
597428.3,3895375.076,35.19923364,25.07189936,6
649726.14,3895378.38,35.19281715,25.64622544,21.73
655143,3895391,35.19210764,25.70570351,8.5
599927,3895399,35.19920328,25.09934642,4
551065,3895401,35.20290455,24.56262481,125
633930.54,3895405.81,35.19529834,25.47278515,8
634245,3895415,35.19533913,25.4762398,14
609861.882,3895415.313,35.19831053,25.20846401,95
654783,3895416,35.19238859,25.70175558,17
654517,3895418,35.19244763,25.69883538,54.5
655125,3895428.8,35.19245112,25.705513,8
703527,3895451,35.18400057,26.23684378,92
620203,3895456,35.19749059,25.32204105,3
520751,3895470,35.20461606,24.22960701,87
598111.29,3895471.05,35.20003226,25.07941237,5
634642.9,3895475.7,35.19583294,25.48061914,1
685092,3895481,35.18784029,26.03450971,4
685115,3895503,35.1880343,26.03476712,4
518998.25,3895505.72,35.20497313,24.2103521,35
685997,3895509,35.18792527,26.04445008,98.1
654230,3895516,35.19337509,25.69570258,88.77
634903,3895520,35.1961973,25.48348261,18
605754.77,3895523.68,35.19972927,25.16336988,30
624012.42,3895539.33,35.19777777,25.36388895,4
634428,3895550,35.19653152,25.4782714,12.52
598035,3895553,35.20077855,25.07858421,5
598404,3895570,35.20089564,25.08263919,5
597982.98,3895571.38,35.20094934,25.07801503,1
654912,3895572,35.19377472,25.7032013,12.5
614020,3895581,35.19933981,25.2541542,5
655054,3895584,35.19386094,25.70476268,16
597802,3895588,35.20111686,25.07602918,4
613959,3895602,35.19953607,25.25348716,4
684792,3895606,35.18902202,26.03124468,3
597683,3895607,35.20129977,25.07472438,3
594419,3895614,35.20167577,25.03887408,7
624088,3895616,35.19845957,25.36473054,4
649978.6,3895621,35.19496626,25.64904163,197.78
684726,3895621,35.18916934,26.03052356,4.2
598304,3895623,35.20138328,25.08154717,5
597807.781,3895623.694,35.2014381,25.07609692,1
684721,3895628,35.18923334,26.03047024,1.5
684690,3895630.249,35.18925932,26.03013045,2.7
655041,3895633,35.19430459,25.70462917,15
691613,3895633,35.18798596,26.10612322,8.5
702759,3895633,35.18579589,26.22845979,107.3
597638.75,3895643.96,35.20163729,25.07424274,4
614159,3895644,35.19989193,25.25568955,20
597879.61,3895644.4,35.20161776,25.07688834,5
615542.2,3895652.4,35.19980916,25.27088209,15
610994,3895654,35.20033758,25.22092999,44.75
597900.79,3895662.12,35.20177545,25.07712308,3
624012,3895665,35.19891068,25.36390328,3
597914.86,3895677.56,35.20191327,25.07727946,2
597935.86,3895680.41,35.20193691,25.07751046,2
579909,3895681,35.20354237,24.8794993,2
623580.39,3895687.48,35.19916663,25.35916662,5
615446,3895693,35.20018625,25.26983125,8
633807.51,3895703.74,35.19800035,25.47148257,6
615421,3895706,35.20030633,25.2695585,10
691369,3895717,35.18878945,26.10346449,5
597996,3895732,35.20239614,25.07817717,1.5
594200,3895741,35.20284137,25.03648316,22
594194,3895749,35.20291406,25.03641817,4
594526,3895755,35.20293688,25.04006556,4
609853.35,3895762.84,35.20144446,25.20841671,3
634107,3895765,35.19851254,25.47478142,0.5
655080.01,3895783.93,35.19565891,25.70508593,14
615815,3895795.5,35.20106771,25.27389832,17
590505,3895797,35.20368687,24.9959029,4
624295.35,3895804.52,35.2001333,25.36703616,4
549091.74,3895829.33,35.20686545,24.54097345,15
606029,3895839,35.20254298,25.16642243,3
654732,3895848,35.19629013,25.70127681,27
614090,3895852,35.2017749,25.25496058,15
614168,3895852,35.20176602,25.25581726,7
623818.42,3895855.27,35.20064981,25.36180598,6
611607.09,3895857.08,35.20210027,25.22769111,3.5
614256,3895877,35.20198136,25.25678724,5
590559.499,3895881.547,35.2044442,24.99651085,2
691480,3895893,35.19035422,26.1047238,2.1
614215,3895901,35.2022024,25.25634026,2
633919.95,3895917.52,35.19991238,25.47275213,9
634226,3895921,35.19990282,25.47611368,7.95
691643,3895928,35.19063849,26.10652115,7.3
655014,3895951,35.19717494,25.7043926,28.3
556832.34,3895952.05,35.20756219,24.62601861,12.5
510129.84,3895960.76,35.20920632,24.11292849,25
605305,3895982,35.20390851,25.15848865,2
614115,3895994,35.20305218,25.25525485,9
594143,3896002,35.20519981,25.03588695,4
623569.51,3896002.57,35.20200838,25.35909446,9
614614,3896007,35.20311243,25.26073729,6
634503,3896014,35.20070401,25.47917084,3.45
690202,3896018,35.19172369,26.0907243,65
593974,3896035,35.20551319,25.03403436,9
509877.55,3896043.23,35.20995251,24.11015766,310
605941,3896054,35.20449057,25.16548358,23
620300.13,3896068.28,35.20299846,25.32319728,5
594260.87,3896090.39,35.20598562,25.03719181,2
611534,3896098,35.20428031,25.22692101,2
691811,3896103,35.19218331,26.108406,2
695358,3896110,35.19156202,26.14734229,27
611342,3896126,35.20455409,25.22481596,241.2
695046,3896144,35.19192909,26.14392563,5
695234,3896146,35.19191055,26.14598972,10.3
634142.82,3896150.51,35.20198278,25.47523763,11
634068.8,3896160.5,35.20208274,25.47442636,5
686643,3896185,35.19389698,26.05169428,83
609780,3896186,35.20526733,25.20766757,90
694842,3896216,35.19261751,26.14170342,6
605037.14,3896224,35.20611832,25.15557745,4
702790,3896236,35.19122283,26.22894845,99.75
603348,3896249,35.20651936,25.13702691,2.5
598184,3896250,35.20704777,25.08030398,5
688579,3896260,35.19421077,26.07296387,55
691645,3896262,35.19364778,26.10662082,2.8
517389.37,3896268.42,35.21187985,24.19269307,144
517411.38,3896295.7,35.21212545,24.19293548,144
600696,3896300,35.2072492,25.10790291,1
687577.8,3896302.8,35.19478415,26.06198291,127.15
650000.48,3896312.76,35.20119808,25.64940795,127.4
691571,3896347,35.19442785,26.10582828,1.4
598270,3896349,35.20793187,25.08126048,1
692847,3896357,35.1942735,26.11983755,4
621732.53,3896358.72,35.20544373,25.33897215,5
598274,3896361,35.20803966,25.08130585,3
608400,3896368,35.20705833,25.19253395,3
691893,3896371,35.19458258,26.10936855,5.9
610394,3896376,35.20691274,25.21443707,100
691923,3896406,35.19489223,26.10970603,3
600773,3896411,35.20824217,25.10876231,1
691967,3896418,35.19499194,26.11019183,2
693146,3896422,35.19480169,26.12313496,49.5
